way_id,name,operator,gauge,electrified,maxspeed,usage,service,highspeed,line,ref
164545100,FFCC Barcelona-Vilafranca-Sant Vicenç de Calders,Adif,1668,contact_line,100,main,,,,R1;R4
164951262,FFCC Barcelona-Vilafranca-Sant Vicenç de Calders,Adif,1668,contact_line,100,main,,,,R1;R4
168520803,FFCC Cerbère - Barcelona,Adif,1668,contact_line,95,main,,,,270
169011771,FFCC Cerbère - Barcelona,Adif,1668,contact_line,125,main,,,,270
169011773,FFCC Cerbère - Barcelona,Adif,1668,contact_line,125,main,,,,270
169011774,FFCC Cerbère - Barcelona,Adif,1668,contact_line,125,main,,,,270
169011775,FFCC Cerbère - Barcelona,Adif,1668,contact_line,90,main,,,,270
169335557,FFCC Cerbère - Barcelona,Adif,1435;1668,contact_line,140,main,,,,270
169335558,FFCC Cerbère - Barcelona,Adif,1435;1668,contact_line,140,main,,,,270
169792560,,Adif,1668,contact_line,50,branch,,,,
169792561,FFCC Barcelona-Vilafranca-Sant Vicenç de Calders,Adif,1668,contact_line,70,main,,,,R1;R3;R4;RG1
169793795,,Adif,1668,,50,branch,,,,
169815618,FFCC Barcelona-Maçanet via Mataró,Adif,1668,contact_line,110,main,,,,R1;RG1
169815619,FFCC Barcelona-Maçanet via Mataró,Adif,1668,contact_line,110,main,,,,R1;RG1
169865769,FFCC Barcelona-Maçanet via Mataró,Adif,1668,contact_line,,main,,,,
172438305,FFCC Cerbère - Barcelona,Adif,1435;1668,contact_line,140,main,,,,270
172438324,FFCC Cerbère - Barcelona,Adif,1435;1668,contact_line,120,main,,,,270
176380144,Línia Barcelona-Manresa-Lleida,Adif,1668,contact_line,70,main,,,,R3;R4;R7
176510573,FFCC Cerbère - Barcelona,Adif,1668,contact_line,125,main,,,,270
176510574,FFCC Cerbère - Barcelona,Adif,1668,contact_line,125,main,,,,270
176515453,FFCC Cerbère - Barcelona,Adif,1668,contact_line,90,main,,,,270
176515459,FFCC Cerbère - Barcelona,Adif,1668,contact_line,90,main,,,,270
176515460,FFCC Cerbère - Barcelona,Adif,1668,contact_line,90,main,,,,270
176515462,FFCC Cerbère - Barcelona,Adif,1668,contact_line,125,main,,,,270
177968646,FFCC Barcelona-Maçanet via Mataró,Adif,1668,contact_line,110,main,,,,R1;RG1
177968647,FFCC Barcelona-Maçanet via Mataró,Adif,1668,contact_line,110,main,,,,R1;RG1
178263637,FFCC Cerbère - Barcelona,Adif,1668,contact_line,140,main,,,,270
178263639,FFCC Cerbère - Barcelona,Adif,1668,contact_line,140,main,,,,270
178272765,FFCC Cerbère - Barcelona,Adif,1668,contact_line,140,main,,,,270
178272766,FFCC Cerbère - Barcelona,Adif,1668,contact_line,140,main,,,,270
182049938,FFCC Barcelona - Lleida per Manresa,Adif,1668,contact_line,95,main,,,,R3;R4;R7
182184041,FFCC Cerbère - Barcelona,Adif,1668,contact_line,140,main,,,,R2Nord;R11
182383429,FFCC Cerbère - Barcelona,Adif,1668,contact_line,130,main,,,,270
182383430,FFCC Cerbère - Barcelona,Adif,1668,contact_line,130,main,,,,270
184629509,FFCC Cerbère - Barcelona,Adif,1435;1668,contact_line,110,main,,,,270
184629510,FFCC Cerbère - Barcelona,Adif,1435;1668,contact_line,100,main,,,,270
190557460,FFCC Barcelona-Vilafranca-Sant Vicenç de Calders,Adif,1668,contact_line,120,main,,,,R1;R4
